2024-06-20 14:53:14,680 INFO    StreamThr :1342006 [internal.py:wandb_internal():85] W&B internal server running at pid: 1342006, started at: 2024-06-20 14:53:14.679854
2024-06-20 14:53:14,681 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status
2024-06-20 14:53:14,688 INFO    WriterThread:1342006 [datastore.py:open_for_write():87] open: /home/yunkwan/project/radarclip/wandb/run-20240620_145314-7onbng91/run-7onbng91.wandb
2024-06-20 14:53:14,688 DEBUG   SenderThread:1342006 [sender.py:send():378] send: header
2024-06-20 14:53:14,705 DEBUG   SenderThread:1342006 [sender.py:send():378] send: run
2024-06-20 14:53:15,161 INFO    SenderThread:1342006 [dir_watcher.py:__init__():211] watching files in: /home/yunkwan/project/radarclip/wandb/run-20240620_145314-7onbng91/files
2024-06-20 14:53:15,161 INFO    SenderThread:1342006 [sender.py:_start_run_threads():1123] run started: 7onbng91 with start time 1718862794.680038
2024-06-20 14:53:15,165 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: check_version
2024-06-20 14:53:15,165 DEBUG   SenderThread:1342006 [sender.py:send_request():405] send_request: check_version
2024-06-20 14:53:15,205 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: run_start
2024-06-20 14:53:15,213 DEBUG   HandlerThread:1342006 [system_info.py:__init__():26] System info init
2024-06-20 14:53:15,213 DEBUG   HandlerThread:1342006 [system_info.py:__init__():41] System info init done
2024-06-20 14:53:15,213 INFO    HandlerThread:1342006 [system_monitor.py:start():194] Starting system monitor
2024-06-20 14:53:15,213 INFO    SystemMonitor:1342006 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-20 14:53:15,213 INFO    HandlerThread:1342006 [system_monitor.py:probe():214] Collecting system info
2024-06-20 14:53:15,213 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started cpu monitoring
2024-06-20 14:53:15,214 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started disk monitoring
2024-06-20 14:53:15,215 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started gpu monitoring
2024-06-20 14:53:15,216 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started memory monitoring
2024-06-20 14:53:15,216 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started network monitoring
2024-06-20 14:53:15,222 DEBUG   HandlerThread:1342006 [system_info.py:probe():150] Probing system
2024-06-20 14:53:15,226 DEBUG   HandlerThread:1342006 [gitlib.py:_init_repo():56] git repository is invalid
2024-06-20 14:53:15,226 DEBUG   HandlerThread:1342006 [system_info.py:probe():198] Probing system done
2024-06-20 14:53:15,226 DEBUG   HandlerThread:1342006 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-06-20T05:53:15.222085', 'startedAt': '2024-06-20T05:53:14.667205', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'host': 'rfad', 'username': 'yunkwan', 'executable': '/home/yunkwan/anaconda3/envs/smallcap/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4.028833333333333, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.349, 'min': 800.0, 'max': 4600.0}, {'current': 0.8, 'min': 800.0, 'max': 4600.0}, {'current': 4.301, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.302, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.299, 'min': 800.0, 'max': 4600.0}, {'current': 4.393, 'min': 800.0, 'max': 4600.0}, {'current': 4.295, 'min': 800.0, 'max': 4600.0}, {'current': 4.299, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 478.46307373046875, 'used': 56.186683654785156}}, 'gpu': 'NVIDIA GeForce RTX 4080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4080', 'memory_total': 17171480576}], 'memory': {'total': 31.27035140991211}}
2024-06-20 14:53:15,226 INFO    HandlerThread:1342006 [system_monitor.py:probe():224] Finished collecting system info
2024-06-20 14:53:15,226 INFO    HandlerThread:1342006 [system_monitor.py:probe():227] Publishing system info
2024-06-20 14:53:15,226 DEBUG   HandlerThread:1342006 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-20 14:53:16,163 INFO    Thread-12 :1342006 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yunkwan/project/radarclip/wandb/run-20240620_145314-7onbng91/files/conda-environment.yaml
2024-06-20 14:53:17,949 DEBUG   HandlerThread:1342006 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-20 14:53:17,950 INFO    HandlerThread:1342006 [system_monitor.py:probe():229] Finished publishing system info
2024-06-20 14:53:17,961 DEBUG   SenderThread:1342006 [sender.py:send():378] send: files
2024-06-20 14:53:17,961 INFO    SenderThread:1342006 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-20 14:53:18,162 INFO    Thread-12 :1342006 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yunkwan/project/radarclip/wandb/run-20240620_145314-7onbng91/files/conda-environment.yaml
2024-06-20 14:53:18,171 INFO    Thread-12 :1342006 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yunkwan/project/radarclip/wandb/run-20240620_145314-7onbng91/files/wandb-metadata.json
2024-06-20 14:53:18,738 INFO    wandb-upload_0:1342006 [upload_job.py:push():130] Uploaded file /tmp/tmpegstz0bkwandb/j2i6ryje-wandb-metadata.json
2024-06-20 14:53:19,962 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:24,962 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:29,963 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:34,963 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:39,322 INFO    StreamThr :1342006 [internal.py:wandb_internal():85] W&B internal server running at pid: 1342006, started at: 2024-06-20 14:53:39.321930
2024-06-20 14:53:39,323 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status
2024-06-20 14:53:39,326 INFO    WriterThread:1342006 [datastore.py:open_for_write():87] open: /home/yunkwan/project/radarclip/wandb/run-20240620_145339-ttcw5uzc/run-ttcw5uzc.wandb
2024-06-20 14:53:39,326 DEBUG   SenderThread:1342006 [sender.py:send():378] send: header
2024-06-20 14:53:39,327 DEBUG   SenderThread:1342006 [sender.py:send():378] send: run
2024-06-20 14:53:39,779 INFO    SenderThread:1342006 [dir_watcher.py:__init__():211] watching files in: /home/yunkwan/project/radarclip/wandb/run-20240620_145339-ttcw5uzc/files
2024-06-20 14:53:39,779 INFO    SenderThread:1342006 [sender.py:_start_run_threads():1123] run started: ttcw5uzc with start time 1718862819.321448
2024-06-20 14:53:39,784 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: check_version
2024-06-20 14:53:39,785 DEBUG   SenderThread:1342006 [sender.py:send_request():405] send_request: check_version
2024-06-20 14:53:39,857 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: run_start
2024-06-20 14:53:39,858 DEBUG   HandlerThread:1342006 [system_info.py:__init__():26] System info init
2024-06-20 14:53:39,858 DEBUG   HandlerThread:1342006 [system_info.py:__init__():41] System info init done
2024-06-20 14:53:39,858 INFO    HandlerThread:1342006 [system_monitor.py:start():194] Starting system monitor
2024-06-20 14:53:39,858 INFO    SystemMonitor:1342006 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-20 14:53:39,858 INFO    HandlerThread:1342006 [system_monitor.py:probe():214] Collecting system info
2024-06-20 14:53:39,859 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started cpu monitoring
2024-06-20 14:53:39,859 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started disk monitoring
2024-06-20 14:53:39,860 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started gpu monitoring
2024-06-20 14:53:39,860 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started memory monitoring
2024-06-20 14:53:39,861 INFO    SystemMonitor:1342006 [interfaces.py:start():188] Started network monitoring
2024-06-20 14:53:39,867 DEBUG   HandlerThread:1342006 [system_info.py:probe():150] Probing system
2024-06-20 14:53:39,868 DEBUG   HandlerThread:1342006 [gitlib.py:_init_repo():56] git repository is invalid
2024-06-20 14:53:39,868 DEBUG   HandlerThread:1342006 [system_info.py:probe():198] Probing system done
2024-06-20 14:53:39,868 DEBUG   HandlerThread:1342006 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-06-20T05:53:39.868080', 'startedAt': '2024-06-20T05:53:39.318385', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'host': 'rfad', 'username': 'yunkwan', 'executable': '/home/yunkwan/anaconda3/envs/smallcap/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3.4771666666666667, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.299, 'min': 800.0, 'max': 4600.0}, {'current': 0.8, 'min': 800.0, 'max': 4600.0}, {'current': 4.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.299, 'min': 800.0, 'max': 4600.0}, {'current': 0.8, 'min': 800.0, 'max': 4600.0}, {'current': 0.8, 'min': 800.0, 'max': 4600.0}, {'current': 4.463, 'min': 800.0, 'max': 4600.0}, {'current': 4.303, 'min': 800.0, 'max': 4600.0}, {'current': 4.443, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 478.46307373046875, 'used': 56.18669891357422}}, 'gpu': 'NVIDIA GeForce RTX 4080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4080', 'memory_total': 17171480576}], 'memory': {'total': 31.27035140991211}}
2024-06-20 14:53:39,868 INFO    HandlerThread:1342006 [system_monitor.py:probe():224] Finished collecting system info
2024-06-20 14:53:39,868 INFO    HandlerThread:1342006 [system_monitor.py:probe():227] Publishing system info
2024-06-20 14:53:39,868 DEBUG   HandlerThread:1342006 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-20 14:53:39,964 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:40,780 INFO    Thread-24 :1342006 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yunkwan/project/radarclip/wandb/run-20240620_145339-ttcw5uzc/files/conda-environment.yaml
2024-06-20 14:53:42,342 DEBUG   HandlerThread:1342006 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-20 14:53:42,342 INFO    HandlerThread:1342006 [system_monitor.py:probe():229] Finished publishing system info
2024-06-20 14:53:42,342 DEBUG   SenderThread:1342006 [sender.py:send():378] send: files
2024-06-20 14:53:42,342 INFO    SenderThread:1342006 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-20 14:53:42,779 INFO    Thread-24 :1342006 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yunkwan/project/radarclip/wandb/run-20240620_145339-ttcw5uzc/files/conda-environment.yaml
2024-06-20 14:53:42,780 INFO    Thread-24 :1342006 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yunkwan/project/radarclip/wandb/run-20240620_145339-ttcw5uzc/files/wandb-metadata.json
2024-06-20 14:53:43,089 INFO    wandb-upload_0:1342006 [upload_job.py:push():130] Uploaded file /tmp/tmp0li3xtn1wandb/64g5ncoe-wandb-metadata.json
2024-06-20 14:53:44,343 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:44,814 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: keepalive
2024-06-20 14:53:44,965 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:49,344 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:49,815 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: keepalive
2024-06-20 14:53:49,965 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:54,344 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:54,816 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: keepalive
2024-06-20 14:53:54,966 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:59,345 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:53:59,817 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: keepalive
2024-06-20 14:53:59,966 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
2024-06-20 14:54:04,346 DEBUG   HandlerThread:1342006 [handler.py:handle_request():158] handle_request: status_report
